<Unicode>,<Unicode Name>,<Glyph Name>,<Adobe Character Sets>,<Unicode block>,<Non-Unicode type>,"<Status> # A=Already in, T=To be added, C=Under consideration, D=To be deleted","<Source> # R=Regular, B=Bold, I=Italic, X=Bold Italic, N=New, S=Special",<Fira Glyph>
U+2B2E,BLACK VERTICAL ELLIPSE,uni2B2E,,Miscellaneous Symbols and Arrows,,T,,
U+2B2F,WHITE VERTICAL ELLIPSE,uni2B2F,,Miscellaneous Symbols and Arrows,,T,,
U+2B30,LEFT ARROW WITH SMALL CIRCLE,uni2B30,,Miscellaneous Symbols and Arrows,,T,,
U+2B31,THREE LEFTWARDS ARROWS,uni2B31,,Miscellaneous Symbols and Arrows,,A,,
U+2B32,LEFT ARROW WITH CIRCLED PLUS,uni2B32,,Miscellaneous Symbols and Arrows,,T,,
U+2B33,LONG LEFTWARDS SQUIGGLE ARROW,uni2B33,,Miscellaneous Symbols and Arrows,,T,,
U+2B34,LEFTWARDS TWO-HEADED ARROW WITH VERTICAL STROKE,uni2B34,,Miscellaneous Symbols and Arrows,,T,,
U+2B35,LEFTWARDS TWO-HEADED ARROW WITH DOUBLE VERTICAL STROKE,uni2B35,,Miscellaneous Symbols and Arrows,,T,,
U+2B36,LEFTWARDS TWO-HEADED ARROW FROM BAR,uni2B36,,Miscellaneous Symbols and Arrows,,T,,
U+2B37,LEFTWARDS TWO-HEADED TRIPLE DASH ARROW,uni2B37,,Miscellaneous Symbols and Arrows,,T,,
U+2B38,LEFTWARDS ARROW WITH DOTTED STEM,uni2B38,,Miscellaneous Symbols and Arrows,,T,,
U+2B39,LEFTWARDS ARROW WITH TAIL WITH VERTICAL STROKE,uni2B39,,Miscellaneous Symbols and Arrows,,T,,
U+2B3A,LEFTWARDS ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE,uni2B3A,,Miscellaneous Symbols and Arrows,,T,,
U+2B3B,LEFTWARDS TWO-HEADED ARROW WITH TAIL,uni2B3B,,Miscellaneous Symbols and Arrows,,T,,
U+2B3C,LEFTWARDS TWO-HEADED ARROW WITH TAIL WITH VERTICAL STROKE,uni2B3C,,Miscellaneous Symbols and Arrows,,T,,
U+2B3D,LEFTWARDS TWO-HEADED ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE,uni2B3D,,Miscellaneous Symbols and Arrows,,T,,
U+2B3E,LEFTWARDS ARROW THROUGH X,uni2B3E,,Miscellaneous Symbols and Arrows,,T,,
U+2B3F,WAVE ARROW POINTING DIRECTLY LEFT,uni2B3F,,Miscellaneous Symbols and Arrows,,T,,
U+2B40,EQUALS SIGN ABOVE LEFTWARDS ARROW,uni2B40,,Miscellaneous Symbols and Arrows,,T,,
U+2B41,REVERSE TILDE OPERATOR ABOVE LEFTWARDS ARROW,uni2B41,,Miscellaneous Symbols and Arrows,,T,,
U+2B42,LEFTWARDS ARROW ABOVE REVERSE ALMOST EQUAL TO,uni2B42,,Miscellaneous Symbols and Arrows,,T,,
U+2B43,RIGHTWARDS ARROW THROUGH GREATER-THAN,uni2B43,,Miscellaneous Symbols and Arrows,,T,,
U+2B44,RIGHTWARDS ARROW THROUGH SUPERSET,uni2B44,,Miscellaneous Symbols and Arrows,,T,,
U+2B45,LEFTWARDS QUADRUPLE ARROW,uni2B45,,Miscellaneous Symbols and Arrows,,T,,
U+2B46,RIGHTWARDS QUADRUPLE ARROW,uni2B46,,Miscellaneous Symbols and Arrows,,T,,
U+2B47,REVERSE TILDE OPERATOR ABOVE RIGHTWARDS ARROW,uni2B47,,Miscellaneous Symbols and Arrows,,T,,
U+2B48,RIGHTWARDS ARROW ABOVE REVERSE ALMOST EQUAL TO,uni2B48,,Miscellaneous Symbols and Arrows,,T,,
U+2B49,TILDE OPERATOR ABOVE LEFTWARDS ARROW,uni2B49,,Miscellaneous Symbols and Arrows,,T,,
U+2B4A,LEFTWARDS ARROW ABOVE ALMOST EQUAL TO,uni2B4A,,Miscellaneous Symbols and Arrows,,T,,
U+2B4B,LEFTWARDS ARROW ABOVE REVERSE TILDE OPERATOR,uni2B4B,,Miscellaneous Symbols and Arrows,,T,,
U+2B4C,RIGHTWARDS ARROW ABOVE REVERSE TILDE OPERATOR,uni2B4C,,Miscellaneous Symbols and Arrows,,T,,
U+2B4D,DOWNWARDS TRIANGLE-HEADED ZIGZAG ARROW,uni2B4D,,Miscellaneous Symbols and Arrows,,T,,
U+2B4E,SHORT SLANTED NORTH ARROW,uni2B4E,,Miscellaneous Symbols and Arrows,,T,,
U+2B4F,SHORT BACKSLANTED SOUTH ARROW,uni2B4F,,Miscellaneous Symbols and Arrows,,T,,
U+2B50,WHITE MEDIUM STAR,uni2B50,,Miscellaneous Symbols and Arrows,,T,,
U+2B51,BLACK SMALL STAR,uni2B51,,Miscellaneous Symbols and Arrows,,T,,
U+2B52,WHITE SMALL STAR,uni2B52,,Miscellaneous Symbols and Arrows,,T,,
U+2B53,BLACK RIGHT-POINTING PENTAGON,uni2B53,,Miscellaneous Symbols and Arrows,,T,,
U+2B54,WHITE RIGHT-POINTING PENTAGON,uni2B54,,Miscellaneous Symbols and Arrows,,T,,
U+2B55,HEAVY LARGE CIRCLE,uni2B55,,Miscellaneous Symbols and Arrows,,T,,
U+2B56,HEAVY OVAL WITH OVAL INSIDE,uni2B56,,Miscellaneous Symbols and Arrows,,T,,
U+2B57,HEAVY CIRCLE WITH CIRCLE INSIDE,uni2B57,,Miscellaneous Symbols and Arrows,,T,,
U+2B58,HEAVY CIRCLE,uni2B58,,Miscellaneous Symbols and Arrows,,T,,
U+2B59,HEAVY CIRCLED SALTIRE,uni2B59,,Miscellaneous Symbols and Arrows,,T,,
U+2B5A,SLANTED NORTH ARROW WITH HOOKED HEAD,uni2B5A,,Miscellaneous Symbols and Arrows,,T,,
U+2B5B,BACKSLANTED SOUTH ARROW WITH HOOKED TAIL,uni2B5B,,Miscellaneous Symbols and Arrows,,T,,
U+2B5C,SLANTED NORTH ARROW WITH HORIZONTAL TAIL,uni2B5C,,Miscellaneous Symbols and Arrows,,T,,
U+2B5D,BACKSLANTED SOUTH ARROW WITH HORIZONTAL TAIL,uni2B5D,,Miscellaneous Symbols and Arrows,,T,,
U+2B5E,BENT ARROW POINTING DOWNWARDS THEN NORTH EAST,uni2B5E,,Miscellaneous Symbols and Arrows,,T,,
U+2B5F,SHORT BENT ARROW POINTING DOWNWARDS THEN NORTH EAST,uni2B5F,,Miscellaneous Symbols and Arrows,,T,,
U+2B60,LEFTWARDS TRIANGLE-HEADED ARROW,uni2B60,,Miscellaneous Symbols and Arrows,,T,,
U+2B61,UPWARDS TRIANGLE-HEADED ARROW,uni2B61,,Miscellaneous Symbols and Arrows,,T,,
U+2B62,RIGHTWARDS TRIANGLE-HEADED ARROW,uni2B62,,Miscellaneous Symbols and Arrows,,T,,
U+2B63,DOWNWARDS TRIANGLE-HEADED ARROW,uni2B63,,Miscellaneous Symbols and Arrows,,T,,
U+2B64,LEFT RIGHT TRIANGLE-HEADED ARROW,uni2B64,,Miscellaneous Symbols and Arrows,,T,,
U+2B65,UP DOWN TRIANGLE-HEADED ARROW,uni2B65,,Miscellaneous Symbols and Arrows,,T,,
U+2B66,NORTH WEST TRIANGLE-HEADED ARROW,uni2B66,,Miscellaneous Symbols and Arrows,,T,,
U+2B67,NORTH EAST TRIANGLE-HEADED ARROW,uni2B67,,Miscellaneous Symbols and Arrows,,T,,
U+2B68,SOUTH EAST TRIANGLE-HEADED ARROW,uni2B68,,Miscellaneous Symbols and Arrows,,T,,
U+2B69,SOUTH WEST TRIANGLE-HEADED ARROW,uni2B69,,Miscellaneous Symbols and Arrows,,T,,
U+2B6A,LEFTWARDS TRIANGLE-HEADED DASHED ARROW,uni2B6A,,Miscellaneous Symbols and Arrows,,T,,
U+2B6B,UPWARDS TRIANGLE-HEADED DASHED ARROW,uni2B6B,,Miscellaneous Symbols and Arrows,,T,,
U+2B6C,RIGHTWARDS TRIANGLE-HEADED DASHED ARROW,uni2B6C,,Miscellaneous Symbols and Arrows,,T,,
U+2B6D,DOWNWARDS TRIANGLE-HEADED DASHED ARROW,uni2B6D,,Miscellaneous Symbols and Arrows,,T,,
U+2B6E,CLOCKWISE TRIANGLE-HEADED OPEN CIRCLE ARROW,uni2B6E,,Miscellaneous Symbols and Arrows,,T,,
U+2B6F,ANTICLOCKWISE TRIANGLE-HEADED OPEN CIRCLE ARROW,uni2B6F,,Miscellaneous Symbols and Arrows,,T,,
U+2B70,LEFTWARDS TRIANGLE-HEADED ARROW TO BAR,uni2B70,,Miscellaneous Symbols and Arrows,,T,,
U+2B71,UPWARDS TRIANGLE-HEADED ARROW TO BAR,uni2B71,,Miscellaneous Symbols and Arrows,,T,,
U+2B72,RIGHTWARDS TRIANGLE-HEADED ARROW TO BAR,uni2B72,,Miscellaneous Symbols and Arrows,,T,,
U+2B73,DOWNWARDS TRIANGLE-HEADED ARROW TO BAR,uni2B73,,Miscellaneous Symbols and Arrows,,T,,
U+2B76,NORTH WEST TRIANGLE-HEADED ARROW TO BAR,uni2B76,,Miscellaneous Symbols and Arrows,,T,,
U+2B77,NORTH EAST TRIANGLE-HEADED ARROW TO BAR,uni2B77,,Miscellaneous Symbols and Arrows,,T,,
U+2B78,SOUTH EAST TRIANGLE-HEADED ARROW TO BAR,uni2B78,,Miscellaneous Symbols and Arrows,,T,,
U+2B79,SOUTH WEST TRIANGLE-HEADED ARROW TO BAR,uni2B79,,Miscellaneous Symbols and Arrows,,T,,
U+2B7A,LEFTWARDS TRIANGLE-HEADED ARROW WITH DOUBLE HORIZONTAL STROKE,uni2B7A,,Miscellaneous Symbols and Arrows,,T,,
U+2B7B,UPWARDS TRIANGLE-HEADED ARROW WITH DOUBLE HORIZONTAL STROKE,uni2B7B,,Miscellaneous Symbols and Arrows,,T,,
U+2B7C,RIGHTWARDS TRIANGLE-HEADED ARROW WITH DOUBLE HORIZONTAL STROKE,uni2B7C,,Miscellaneous Symbols and Arrows,,T,,
U+2B7D,DOWNWARDS TRIANGLE-HEADED ARROW WITH DOUBLE HORIZONTAL STROKE,uni2B7D,,Miscellaneous Symbols and Arrows,,T,,
U+2B7E,HORIZONTAL TAB KEY,uni2B7E,,Miscellaneous Symbols and Arrows,,T,,
U+2B7F,VERTICAL TAB KEY,uni2B7F,,Miscellaneous Symbols and Arrows,,T,,
U+2B80,LEFTWARDS TRIANGLE-HEADED ARROW OVER RIGHTWARDS TRIANGLE-HEADED ARROW,uni2B80,,Miscellaneous Symbols and Arrows,,T,,
U+2B81,UPWARDS TRIANGLE-HEADED ARROW LEFTWARDS OF DOWNWARDS TRIANGLE-HEADED ARROW,uni2B81,,Miscellaneous Symbols and Arrows,,T,,
U+2B82,RIGHTWARDS TRIANGLE-HEADED ARROW OVER LEFTWARDS TRIANGLE-HEADED ARROW,uni2B82,,Miscellaneous Symbols and Arrows,,T,,
U+2B83,DOWNWARDS TRIANGLE-HEADED ARROW LEFTWARDS OF UPWARDS TRIANGLE-HEADED ARROW,uni2B83,,Miscellaneous Symbols and Arrows,,T,,
U+2B84,LEFTWARDS TRIANGLE-HEADED PAIRED ARROWS,uni2B84,,Miscellaneous Symbols and Arrows,,T,,
U+2B85,UPWARDS TRIANGLE-HEADED PAIRED ARROWS,uni2B85,,Miscellaneous Symbols and Arrows,,T,,
U+2B86,RIGHTWARDS TRIANGLE-HEADED PAIRED ARROWS,uni2B86,,Miscellaneous Symbols and Arrows,,T,,
U+2B87,DOWNWARDS TRIANGLE-HEADED PAIRED ARROWS,uni2B87,,Miscellaneous Symbols and Arrows,,T,,
U+2B88,LEFTWARDS BLACK CIRCLED WHITE ARROW,uni2B88,,Miscellaneous Symbols and Arrows,,T,,
U+2B89,UPWARDS BLACK CIRCLED WHITE ARROW,uni2B89,,Miscellaneous Symbols and Arrows,,T,,
U+2B8A,RIGHTWARDS BLACK CIRCLED WHITE ARROW,uni2B8A,,Miscellaneous Symbols and Arrows,,T,,
U+2B8B,DOWNWARDS BLACK CIRCLED WHITE ARROW,uni2B8B,,Miscellaneous Symbols and Arrows,,T,,
U+2B8C,ANTICLOCKWISE TRIANGLE-HEADED RIGHT U-SHAPED ARROW,uni2B8C,,Miscellaneous Symbols and Arrows,,T,,
U+2B8D,ANTICLOCKWISE TRIANGLE-HEADED BOTTOM U-SHAPED ARROW,uni2B8D,,Miscellaneous Symbols and Arrows,,T,,
U+2B8E,ANTICLOCKWISE TRIANGLE-HEADED LEFT U-SHAPED ARROW,uni2B8E,,Miscellaneous Symbols and Arrows,,T,,
U+2B8F,ANTICLOCKWISE TRIANGLE-HEADED TOP U-SHAPED ARROW,uni2B8F,,Miscellaneous Symbols and Arrows,,T,,
U+2B90,RETURN LEFT,uni2B90,,Miscellaneous Symbols and Arrows,,T,,
U+2B91,RETURN RIGHT,uni2B91,,Miscellaneous Symbols and Arrows,,T,,
U+2B92,NEWLINE LEFT,uni2B92,,Miscellaneous Symbols and Arrows,,T,,
U+2B93,NEWLINE RIGHT,uni2B93,,Miscellaneous Symbols and Arrows,,T,,
U+2B94,FOUR CORNER ARROWS CIRCLING ANTICLOCKWISE,uni2B94,,Miscellaneous Symbols and Arrows,,T,,
U+2B95,RIGHTWARDS BLACK ARROW,uni2B95,,Miscellaneous Symbols and Arrows,,T,,
U+2B98,THREE-D TOP-LIGHTED LEFTWARDS EQUILATERAL ARROWHEAD,uni2B98,,Miscellaneous Symbols and Arrows,,T,,
U+2B99,THREE-D RIGHT-LIGHTED UPWARDS EQUILATERAL ARROWHEAD,uni2B99,,Miscellaneous Symbols and Arrows,,T,,
U+2B9A,THREE-D TOP-LIGHTED RIGHTWARDS EQUILATERAL ARROWHEAD,uni2B9A,,Miscellaneous Symbols and Arrows,,T,,
U+2B9B,THREE-D LEFT-LIGHTED DOWNWARDS EQUILATERAL ARROWHEAD,uni2B9B,,Miscellaneous Symbols and Arrows,,T,,
U+2B9C,BLACK LEFTWARDS EQUILATERAL ARROWHEAD,uni2B9C,,Miscellaneous Symbols and Arrows,,T,,
U+2B9D,BLACK UPWARDS EQUILATERAL ARROWHEAD,uni2B9D,,Miscellaneous Symbols and Arrows,,T,,
U+2B9E,BLACK RIGHTWARDS EQUILATERAL ARROWHEAD,uni2B9E,,Miscellaneous Symbols and Arrows,,T,,
U+2B9F,BLACK DOWNWARDS EQUILATERAL ARROWHEAD,uni2B9F,,Miscellaneous Symbols and Arrows,,T,,
U+2BA0,DOWNWARDS TRIANGLE-HEADED ARROW WITH LONG TIP LEFTWARDS,uni2BA0,,Miscellaneous Symbols and Arrows,,T,,
U+2BA1,DOWNWARDS TRIANGLE-HEADED ARROW WITH LONG TIP RIGHTWARDS,uni2BA1,,Miscellaneous Symbols and Arrows,,T,,
U+2BA2,UPWARDS TRIANGLE-HEADED ARROW WITH LONG TIP LEFTWARDS,uni2BA2,,Miscellaneous Symbols and Arrows,,T,,
U+2BA3,UPWARDS TRIANGLE-HEADED ARROW WITH LONG TIP RIGHTWARDS,uni2BA3,,Miscellaneous Symbols and Arrows,,T,,
U+2BA4,LEFTWARDS TRIANGLE-HEADED ARROW WITH LONG TIP UPWARDS,uni2BA4,,Miscellaneous Symbols and Arrows,,T,,
U+2BA5,RIGHTWARDS TRIANGLE-HEADED ARROW WITH LONG TIP UPWARDS,uni2BA5,,Miscellaneous Symbols and Arrows,,T,,
U+2BA6,LEFTWARDS TRIANGLE-HEADED ARROW WITH LONG TIP DOWNWARDS,uni2BA6,,Miscellaneous Symbols and Arrows,,T,,
U+2BA7,RIGHTWARDS TRIANGLE-HEADED ARROW WITH LONG TIP DOWNWARDS,uni2BA7,,Miscellaneous Symbols and Arrows,,T,,
U+2BA8,BLACK CURVED DOWNWARDS AND LEFTWARDS ARROW,uni2BA8,,Miscellaneous Symbols and Arrows,,T,,
U+2BA9,BLACK CURVED DOWNWARDS AND RIGHTWARDS ARROW,uni2BA9,,Miscellaneous Symbols and Arrows,,T,,
U+2BAA,BLACK CURVED UPWARDS AND LEFTWARDS ARROW,uni2BAA,,Miscellaneous Symbols and Arrows,,T,,
U+2BAB,BLACK CURVED UPWARDS AND RIGHTWARDS ARROW,uni2BAB,,Miscellaneous Symbols and Arrows,,T,,
U+2BAC,BLACK CURVED LEFTWARDS AND UPWARDS ARROW,uni2BAC,,Miscellaneous Symbols and Arrows,,T,,
U+2BAD,BLACK CURVED RIGHTWARDS AND UPWARDS ARROW,uni2BAD,,Miscellaneous Symbols and Arrows,,T,,
U+2BAE,BLACK CURVED LEFTWARDS AND DOWNWARDS ARROW,uni2BAE,,Miscellaneous Symbols and Arrows,,T,,
U+2BAF,BLACK CURVED RIGHTWARDS AND DOWNWARDS ARROW,uni2BAF,,Miscellaneous Symbols and Arrows,,T,,
U+2BB0,RIBBON ARROW DOWN LEFT,uni2BB0,,Miscellaneous Symbols and Arrows,,T,,
U+2BB1,RIBBON ARROW DOWN RIGHT,uni2BB1,,Miscellaneous Symbols and Arrows,,T,,
U+2BB2,RIBBON ARROW UP LEFT,uni2BB2,,Miscellaneous Symbols and Arrows,,T,,
U+2BB3,RIBBON ARROW UP RIGHT,uni2BB3,,Miscellaneous Symbols and Arrows,,T,,
U+2BB4,RIBBON ARROW LEFT UP,uni2BB4,,Miscellaneous Symbols and Arrows,,T,,
U+2BB5,RIBBON ARROW RIGHT UP,uni2BB5,,Miscellaneous Symbols and Arrows,,T,,
U+2BB6,RIBBON ARROW LEFT DOWN,uni2BB6,,Miscellaneous Symbols and Arrows,,T,,
U+2BB7,RIBBON ARROW RIGHT DOWN,uni2BB7,,Miscellaneous Symbols and Arrows,,T,,
U+2BB8,UPWARDS WHITE ARROW FROM BAR WITH HORIZONTAL BAR,uni2BB8,,Miscellaneous Symbols and Arrows,,T,,
U+2BB9,UP ARROWHEAD IN A RECTANGLE BOX,uni2BB9,,Miscellaneous Symbols and Arrows,,T,,
U+2BBA,OVERLAPPING WHITE SQUARES,uni2BBA,,Miscellaneous Symbols and Arrows,,T,,
U+2BBB,OVERLAPPING WHITE AND BLACK SQUARES,uni2BBB,,Miscellaneous Symbols and Arrows,,T,,
U+2BBC,OVERLAPPING BLACK SQUARES,uni2BBC,,Miscellaneous Symbols and Arrows,,T,,
U+2BBD,BALLOT BOX WITH LIGHT X,uni2BBD,,Miscellaneous Symbols and Arrows,,T,,
U+2BBE,CIRCLED X,uni2BBE,,Miscellaneous Symbols and Arrows,,T,,
U+2BBF,CIRCLED BOLD X,uni2BBF,,Miscellaneous Symbols and Arrows,,T,,
U+2BC0,BLACK SQUARE CENTRED,uni2BC0,,Miscellaneous Symbols and Arrows,,T,,
U+2BC1,BLACK DIAMOND CENTRED,uni2BC1,,Miscellaneous Symbols and Arrows,,T,,
U+2BC2,TURNED BLACK PENTAGON,uni2BC2,,Miscellaneous Symbols and Arrows,,T,,
U+2BC3,HORIZONTAL BLACK OCTAGON,uni2BC3,,Miscellaneous Symbols and Arrows,,T,,
U+2BC4,BLACK OCTAGON,uni2BC4,,Miscellaneous Symbols and Arrows,,T,,
U+2BC5,BLACK MEDIUM UP-POINTING TRIANGLE CENTRED,uni2BC5,,Miscellaneous Symbols and Arrows,,T,,
U+2BC6,BLACK MEDIUM DOWN-POINTING TRIANGLE CENTRED,uni2BC6,,Miscellaneous Symbols and Arrows,,T,,
U+2BC7,BLACK MEDIUM LEFT-POINTING TRIANGLE CENTRED,uni2BC7,,Miscellaneous Symbols and Arrows,,T,,
U+2BC8,BLACK MEDIUM RIGHT-POINTING TRIANGLE CENTRED,uni2BC8,,Miscellaneous Symbols and Arrows,,T,,
U+2BCA,TOP HALF BLACK CIRCLE,uni2BCA,,Miscellaneous Symbols and Arrows,,T,,
U+2BCB,BOTTOM HALF BLACK CIRCLE,uni2BCB,,Miscellaneous Symbols and Arrows,,T,,
U+2BCC,LIGHT FOUR POINTED BLACK CUSP,uni2BCC,,Miscellaneous Symbols and Arrows,,T,,
U+2BCD,ROTATED LIGHT FOUR POINTED BLACK CUSP,uni2BCD,,Miscellaneous Symbols and Arrows,,T,,
U+2BCE,WHITE FOUR POINTED CUSP,uni2BCE,,Miscellaneous Symbols and Arrows,,T,,
U+2BCF,ROTATED WHITE FOUR POINTED CUSP,uni2BCF,,Miscellaneous Symbols and Arrows,,T,,
U+2BD0,SQUARE POSITION INDICATOR,uni2BD0,,Miscellaneous Symbols and Arrows,,T,,
U+2BD1,UNCERTAINTY SIGN,uni2BD1,,Miscellaneous Symbols and Arrows,,T,,
U+2BD2,GROUP MARK,uni2BD2,,Miscellaneous Symbols and Arrows,,T,,
U+2BD3,PLUTO FORM TWO,uni2BD3,,Miscellaneous Symbols and Arrows,,T,,
U+2BD4,PLUTO FORM THREE,uni2BD4,,Miscellaneous Symbols and Arrows,,T,,
U+2BD5,PLUTO FORM FOUR,uni2BD5,,Miscellaneous Symbols and Arrows,,T,,
U+2BD6,PLUTO FORM FIVE,uni2BD6,,Miscellaneous Symbols and Arrows,,T,,
U+2BD7,TRANSPLUTO,uni2BD7,,Miscellaneous Symbols and Arrows,,T,,
U+2BD8,PROSERPINA,uni2BD8,,Miscellaneous Symbols and Arrows,,T,,
U+2BD9,ASTRAEA,uni2BD9,,Miscellaneous Symbols and Arrows,,T,,
U+2BDA,HYGIEA,uni2BDA,,Miscellaneous Symbols and Arrows,,T,,
U+2BDB,PHOLUS,uni2BDB,,Miscellaneous Symbols and Arrows,,T,,
U+2BDC,NESSUS,uni2BDC,,Miscellaneous Symbols and Arrows,,T,,
U+2BDD,WHITE MOON SELENA,uni2BDD,,Miscellaneous Symbols and Arrows,,T,,
U+2BDE,BLACK DIAMOND ON CROSS,uni2BDE,,Miscellaneous Symbols and Arrows,,T,,
U+2BDF,TRUE LIGHT MOON ARTA,uni2BDF,,Miscellaneous Symbols and Arrows,,T,,
U+2BE0,CUPIDO,uni2BE0,,Miscellaneous Symbols and Arrows,,T,,
U+2BE1,HADES,uni2BE1,,Miscellaneous Symbols and Arrows,,T,,
U+2BE2,ZEUS,uni2BE2,,Miscellaneous Symbols and Arrows,,T,,
U+2BE3,KRONOS,uni2BE3,,Miscellaneous Symbols and Arrows,,T,,
U+2BE4,APOLLON,uni2BE4,,Miscellaneous Symbols and Arrows,,T,,
U+2BE5,ADMETOS,uni2BE5,,Miscellaneous Symbols and Arrows,,T,,
U+2BE6,VULCANUS,uni2BE6,,Miscellaneous Symbols and Arrows,,T,,
U+2BE7,POSEIDON,uni2BE7,,Miscellaneous Symbols and Arrows,,T,,
U+2BE8,LEFT HALF BLACK STAR,uni2BE8,,Miscellaneous Symbols and Arrows,,T,,
U+2BE9,RIGHT HALF BLACK STAR,uni2BE9,,Miscellaneous Symbols and Arrows,,T,,
U+2BEA,STAR WITH LEFT HALF BLACK,uni2BEA,,Miscellaneous Symbols and Arrows,,T,,
U+2BEB,STAR WITH RIGHT HALF BLACK,uni2BEB,,Miscellaneous Symbols and Arrows,,T,,
U+2BEC,LEFTWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS,uni2BEC,,Miscellaneous Symbols and Arrows,,T,,
U+2BED,UPWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS,uni2BED,,Miscellaneous Symbols and Arrows,,T,,
U+2BEE,RIGHTWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS,uni2BEE,,Miscellaneous Symbols and Arrows,,T,,
U+2BEF,DOWNWARDS TWO-HEADED ARROW WITH TRIANGLE ARROWHEADS,uni2BEF,,Miscellaneous Symbols and Arrows,,T,,
U+2BF0,ERIS FORM ONE,uni2BF0,,Miscellaneous Symbols and Arrows,,T,,
U+2BF1,ERIS FORM TWO,uni2BF1,,Miscellaneous Symbols and Arrows,,T,,
U+2BF2,SEDNA,uni2BF2,,Miscellaneous Symbols and Arrows,,T,,
U+2BF3,RUSSIAN ASTROLOGICAL SYMBOL VIGINTILE,uni2BF3,,Miscellaneous Symbols and Arrows,,T,,
U+2BF4,RUSSIAN ASTROLOGICAL SYMBOL NOVILE,uni2BF4,,Miscellaneous Symbols and Arrows,,T,,
U+2BF5,RUSSIAN ASTROLOGICAL SYMBOL QUINTILE,uni2BF5,,Miscellaneous Symbols and Arrows,,T,,
U+2BF6,RUSSIAN ASTROLOGICAL SYMBOL BINOVILE,uni2BF6,,Miscellaneous Symbols and Arrows,,T,,
U+2BF7,RUSSIAN ASTROLOGICAL SYMBOL SENTAGON,uni2BF7,,Miscellaneous Symbols and Arrows,,T,,
U+2BF8,RUSSIAN ASTROLOGICAL SYMBOL TREDECILE,uni2BF8,,Miscellaneous Symbols and Arrows,,T,,
U+2BF9,EQUALS SIGN WITH INFINITY BELOW,uni2BF9,,Miscellaneous Symbols and Arrows,,T,,
U+2BFA,UNITED SYMBOL,uni2BFA,,Miscellaneous Symbols and Arrows,,T,,
U+2BFB,SEPARATED SYMBOL,uni2BFB,,Miscellaneous Symbols and Arrows,,T,,
U+2BFC,DOUBLED SYMBOL,uni2BFC,,Miscellaneous Symbols and Arrows,,T,,
U+2BFD,PASSED SYMBOL,uni2BFD,,Miscellaneous Symbols and Arrows,,T,,
U+2BFE,REVERSED RIGHT ANGLE,uni2BFE,,Miscellaneous Symbols and Arrows,,A,,
U+FB00,LATIN SMALL LIGATURE FF,uniFB00,,Alphabetic Presentation Forms,,A,R,f_f
U+FB01,LATIN SMALL LIGATURE FI,uniFB01,AL3,Alphabetic Presentation Forms,,A,R,f_i
U+FB02,LATIN SMALL LIGATURE FL,uniFB02,AL3,Alphabetic Presentation Forms,,A,R,f_l
U+FB03,LATIN SMALL LIGATURE FFI,uniFB03,,Alphabetic Presentation Forms,,A,R,f_f_i
U+FB04,LATIN SMALL LIGATURE FFL,uniFB04,,Alphabetic Presentation Forms,,A,R,f_f_l
U+FEFF,ZERO WIDTH NO-BREAK SPACE,uniFEFF,,Arabic Presentation Forms-B,,A/C,,
U+1D400,MATHEMATICAL BOLD CAPITAL A,u1D400,,Mathematical Alphanumeric Symbols,,A,B,U+0041
U+1D401,MATHEMATICAL BOLD CAPITAL B,u1D401,,Mathematical Alphanumeric Symbols,,A,B,U+0042
U+1D402,MATHEMATICAL BOLD CAPITAL C,u1D402,,Mathematical Alphanumeric Symbols,,A,B,U+0043
U+1D403,MATHEMATICAL BOLD CAPITAL D,u1D403,,Mathematical Alphanumeric Symbols,,A,B,U+0044
U+1D404,MATHEMATICAL BOLD CAPITAL E,u1D404,,Mathematical Alphanumeric Symbols,,A,B,U+0045
U+1D405,MATHEMATICAL BOLD CAPITAL F,u1D405,,Mathematical Alphanumeric Symbols,,A,B,U+0046
U+1D406,MATHEMATICAL BOLD CAPITAL G,u1D406,,Mathematical Alphanumeric Symbols,,A,B,U+0047
U+1D407,MATHEMATICAL BOLD CAPITAL H,u1D407,,Mathematical Alphanumeric Symbols,,A,B,U+0048
U+1D408,MATHEMATICAL BOLD CAPITAL I,u1D408,,Mathematical Alphanumeric Symbols,,A,B,U+0049
U+1D409,MATHEMATICAL BOLD CAPITAL J,u1D409,,Mathematical Alphanumeric Symbols,,A,B,U+004A
U+1D40A,MATHEMATICAL BOLD CAPITAL K,u1D40A,,Mathematical Alphanumeric Symbols,,A,B,U+004B
U+1D40B,MATHEMATICAL BOLD CAPITAL L,u1D40B,,Mathematical Alphanumeric Symbols,,A,B,U+004C
U+1D40C,MATHEMATICAL BOLD CAPITAL M,u1D40C,,Mathematical Alphanumeric Symbols,,A,B,U+004D
U+1D40D,MATHEMATICAL BOLD CAPITAL N,u1D40D,,Mathematical Alphanumeric Symbols,,A,B,U+004E
U+1D40E,MATHEMATICAL BOLD CAPITAL O,u1D40E,,Mathematical Alphanumeric Symbols,,A,B,U+004F
U+1D40F,MATHEMATICAL BOLD CAPITAL P,u1D40F,,Mathematical Alphanumeric Symbols,,A,B,U+0050
